TF	 Summit ID	Chromosome	Summit start	Summit end	TSS start	TSS strand	GeneID	Distance to TSS from summit center	Motif coincidence
PIF1	593	Chr1	24257004	24257005	24257216	+	AT1G65310	211	PBE
PIF1	594	Chr1	24342226	24342227	24341738	-	AT1G65481	487	PBE
PIF1	594	Chr1	24342226	24342227	24342483	+	AT1G65483	256	PBE
PIF1	596	Chr1	24487261	24487262	24487072	-	AT1G65830	188	G
PIF1	596	Chr1	24487261	24487262	24489780	+	AT1G65840	2518	G
PIF1	598	Chr1	24535422	24535423	24538886	+	AT1G65930	3463	PBE
PIF1	599	Chr1	24538310	24538311	24538886	+	AT1G65930	575	PBE
PIF1	602	Chr1	24631369	24631370	24628834	-	AT1G66145	2534	PBE
PIF1	602	Chr1	24631369	24631370	24631409	+	AT1G66150	39	PBE
PIF1	604	Chr1	24743995	24743996	24748195	+	AT1G66350	4199	PBE
PIF1	605	Chr1	24831359	24831360	24833579	+	AT1G66560	2219	G
PIF1	607	Chr1	24955635	24955636	24957558	+	AT1G66890	1922	G
PIF1	609	Chr1	25029964	25029965	25029787	-	AT1G67050	176	PBE
PIF1	613	Chr1	25177347	25177348	25176201	-	AT1G67265	1145	G
PIF1	614	Chr1	25178308	25178309	25176201	-	AT1G67265	2106	PBE
PIF1	616	Chr1	25225461	25225462	25230265	+	AT1G67340	4803	G
PIF1	618	Chr1	25226128	25226129	25230265	+	AT1G67340	4136	G
PIF1	620	Chr1	25300998	25300999	25300183	-	AT1G67510	814	G
PIF1	621	Chr1	25335159	25335160	25334646	-	AT1G67590	512	G
PIF1	626	Chr1	25496731	25496732	25497290	+	AT1G68020	558	G&PBE
PIF1	627	Chr1	25531073	25531074	25527533	-	AT1G68120	3539	PBE
PIF1	627	Chr1	25531073	25531074	25532244	+	AT1G68130	1170	PBE
PIF1	628	Chr1	25551054	25551055	25548893	-	AT1G68160	2160	G
PIF1	628	Chr1	25551054	25551055	25551922	+	AT1G68170	867	G
PIF1	629	Chr1	25559090	25559091	25559246	+	AT1G68190	155	G
PIF1	631	Chr1	25657986	25657987	25655443	-	AT1G68430	2542	G
PIF1	631	Chr1	25657986	25657987	25658033	+	AT1G68440	46	G
PIF1	636	Chr1	25730781	25730782	25727700	-	AT1G68550	3080	G
PIF1	637	Chr1	25732476	25732477	25727700	-	AT1G68550	4775	G
PIF1	638	Chr1	25741103	25741104	25738001	-	AT1G68560	3101	G
PIF1	639	Chr1	25781297	25781298	25779160	-	AT1G68660	2136	G
PIF1	639	Chr1	25781297	25781298	25782029	+	AT1G68670	731	G
PIF1	640	Chr1	25787917	25787918	25788608	+	AT1G68690	690	PBE
PIF1	642	Chr1	25879067	25879068	25875549	-	AT1G68830	3517	PBE
PIF1	642	Chr1	25879067	25879068	25880323	+	AT1G68840	1255	PBE
PIF1	643	Chr1	25941536	25941537	25941675	+	AT1G69010	138	G
PIF1	644	Chr1	25952092	25952093	25949261	-	AT1G69030	2830	G&PBE
PIF1	646	Chr1	26037886	26037887	26039048	+	AT1G69260	1161	G
PIF1	647	Chr1	26038511	26038512	26039048	+	AT1G69260	536	G&PBE
PIF1	648	Chr1	26043156	26043157	26042701	-	AT1G69270	454	PBE
PIF1	649	Chr1	26053151	26053152	26052566	-	AT1G69295	584	G&PBE
PIF1	650	Chr1	26089157	26089158	26089202	+	AT1G69410	44	G
PIF1	654	Chr1	26164475	26164476	26163495	-	AT1G69570	979	G&PBE
PIF1	656	Chr1	26213690	26213691	26216224	+	AT1G69690	2533	G
PIF1	657	Chr1	26240856	26240857	26240707	-	AT1G69760	148	PBE
PIF1	660	Chr1	26264686	26264687	26266609	+	AT1G69790	1922	PBE
PIF1	664	Chr1	26469594	26469595	26468705	-	AT1G70280	888	G
PIF1	666	Chr1	26484999	26485000	26481629	-	AT1G70300	3369	G
PIF1	671	Chr1	26637650	26637651	26638000	+	AT1G70645	349	G
PIF1	672	Chr1	26684047	26684048	26683203	-	AT1G70750	843	G&PBE
PIF1	672	Chr1	26684047	26684048	26687230	+	AT1G70760	3182	G&PBE
PIF1	674	Chr1	26698389	26698390	26700412	+	AT1G70790	2022	PBE
PIF1	676	Chr1	26739748	26739749	26743054	+	AT1G70940	3305	G&PBE
PIF1	677	Chr1	26741452	26741453	26743054	+	AT1G70940	1601	PBE
PIF1	681	Chr1	26811958	26811959	26811841	-	AT1G71080	116	G
PIF1	681	Chr1	26811958	26811959	26812212	+	AT1G71090	253	G
PIF1	682	Chr1	26938154	26938155	26938525	+	AT1G71520	370	G
PIF1	687	Chr1	27160233	27160234	27162820	+	AT1G72180	2586	PBE
PIF1	689	Chr1	27215606	27215607	27214664	-	AT1G72280	941	G
PIF1	689	Chr1	27215606	27215607	27215789	+	AT1G72290	182	G
PIF1	691	Chr1	27276986	27276987	27276316	-	AT1G72450	669	G
PIF1	691	Chr1	27276986	27276987	27279510	+	AT1G72460	2523	G
PIF1	692	Chr1	27282934	27282935	27283693	+	AT1G72470	758	G
PIF1	693	Chr1	27292748	27292749	27291041	-	AT1G72490	1706	G
PIF1	699	Chr1	27402264	27402265	27400416	-	AT1G72810	1847	G
PIF1	699	Chr1	27402264	27402265	27402878	+	AT1G72820	613	G
PIF1	701	Chr1	27462579	27462580	27462391	-	AT1G72990	187	G
PIF1	701	Chr1	27462579	27462580	27462995	+	AT1G73000	415	G
PIF1	703	Chr1	27498144	27498145	27497949	-	AT1G73120	194	G
PIF1	703	Chr1	27498144	27498145	27499035	+	AT1G73130	890	G
PIF1	704	Chr1	27506195	27506196	27506111	-	AT1G73150	83	PBE
PIF1	704	Chr1	27506195	27506196	27506534	+	AT1G73160	338	PBE
PIF1	708	Chr1	27627967	27627968	27628939	+	AT1G73480	971	G
PIF1	712	Chr1	27699107	27699108	27697210	-	AT1G73660	1896	G
PIF1	712	Chr1	27699107	27699108	27700050	+	AT1G73670	942	G
PIF1	713	Chr1	27713844	27713845	27713414	-	AT1G73687	429	PBE
PIF1	713	Chr1	27713844	27713845	27714948	+	AT1G73690	1103	PBE
PIF1	715	Chr1	27859610	27859611	27861116	+	AT1G74088	1505	G
PIF1	716	Chr1	27886129	27886130	27886426	+	AT1G74160	296	PBE
PIF1	717	Chr1	27996851	27996852	27996741	-	AT1G74490	109	G
PIF1	718	Chr1	28000042	28000043	27998820	-	AT1G74500	1221	G
PIF1	719	Chr1	28052295	28052296	28048126	-	AT1G74660	4168	PBE
PIF1	719	Chr1	28052295	28052296	28053286	+	AT1G74670	990	PBE
PIF1	720	Chr1	28065126	28065127	28064624	-	AT1G74690	501	G
PIF1	720	Chr1	28065126	28065127	28065266	+	AT1G74700	139	G
PIF1	723	Chr1	28095661	28095662	28094833	-	AT1G74770	827	G
PIF1	723	Chr1	28095661	28095662	28095815	+	AT1G74780	153	G
PIF1	725	Chr1	28105474	28105475	28105111	-	AT1G74800	362	PBE
PIF1	725	Chr1	28105474	28105475	28108474	+	AT1G74810	2999	PBE
PIF1	726	Chr1	28117407	28117408	28117404	-	AT1G74840	2	G
PIF1	727	Chr1	28183566	28183567	28183502	-	AT1G75060	63	G
PIF1	727	Chr1	28183566	28183567	28184532	+	AT1G75070	965	G
PIF1	728	Chr1	28213722	28213723	28213799	+	AT1G75170	76	G
PIF1	730	Chr1	28239755	28239756	28241072	+	AT1G75240	1316	PBE
PIF1	731	Chr1	28274215	28274216	28274588	+	AT1G75360	372	G&PBE
PIF1	733	Chr1	28284775	28284776	28284044	-	AT1G75380	730	G
PIF1	735	Chr1	28290322	28290323	28291698	+	AT1G75388	1375	G&PBE
PIF1	736	Chr1	28291644	28291645	28291698	+	AT1G75388	53	PBE
PIF1	737	Chr1	28313432	28313433	28309609	-	AT1G75430	3822	G
PIF1	737	Chr1	28313432	28313433	28313487	+	AT1G75440	54	G
PIF1	738	Chr1	28319041	28319042	28318374	-	AT1G75450	666	G
PIF1	741	Chr1	28335250	28335251	28334743	-	AT1G75480	506	PBE
PIF1	741	Chr1	28335250	28335251	28335502	+	AT1G75490	251	PBE
PIF1	743	Chr1	28358532	28358533	28359309	+	AT1G75530	776	G&PBE
PIF1	744	Chr1	28363899	28363900	28366027	+	AT1G75540	2127	PBE
PIF1	746	Chr1	28385568	28385569	28383767	-	AT1G75590	1800	PBE
PIF1	752	Chr1	28467573	28467574	28466970	-	AT1G75820	602	G
PIF1	752	Chr1	28467573	28467574	28472357	+	AT1G75830	4783	G
PIF1	755	Chr1	28564611	28564612	28568808	+	AT1G76135	4196	G
PIF1	756	Chr1	28581263	28581264	28581132	-	AT1G76160	130	PBE
PIF1	758	Chr1	28604477	28604478	28603928	-	AT1G76240	548	G
PIF1	759	Chr1	28654691	28654692	28654579	-	AT1G76380	111	G
PIF1	759	Chr1	28654691	28654692	28655390	+	AT1G76390	698	G
PIF1	761	Chr1	28701635	28701636	28705527	+	AT1G76500	3891	G
PIF1	764	Chr1	28745878	28745879	28746888	+	AT1G76600	1009	G
PIF1	765	Chr1	28753285	28753286	28756521	+	AT1G76620	3235	G
PIF1	770	Chr1	28876194	28876195	28875291	-	AT1G76890	902	G
PIF1	773	Chr1	29006319	29006320	29005090	-	AT1G77200	1228	PBE
PIF1	775	Chr1	29038286	29038287	29035881	-	AT1G77280	2404	G&PBE
PIF1	775	Chr1	29038286	29038287	29038375	+	AT1G77290	88	G&PBE
PIF1	776	Chr1	29065475	29065476	29064536	-	AT1G77330	938	PBE
PIF1	777	Chr1	29066445	29066446	29064536	-	AT1G77330	1908	PBE
PIF1	779	Chr1	29177551	29177552	29178737	+	AT1G77640	1185	PBE
PIF1	781	Chr1	29217855	29217856	29220538	+	AT1G77740	2682	G
PIF1	787	Chr1	29361082	29361083	29364249	+	AT1G78080	3166	G&PBE
PIF1	788	Chr1	29404484	29404485	29403945	-	AT1G78140	538	G&PBE
PIF1	788	Chr1	29404484	29404485	29404648	+	AT1G78150	163	G&PBE
PIF1	789	Chr1	29411365	29411366	29414059	+	AT1G78170	2693	G
PIF1	790	Chr1	29411419	29411420	29414059	+	AT1G78170	2639	G
PIF1	795	Chr1	29461287	29461288	29459399	-	AT1G78290	1887	PBE
PIF1	795	Chr1	29461287	29461288	29461671	+	AT1G78300	383	PBE
PIF1	796	Chr1	29495351	29495352	29492874	-	AT1G78390	2476	PBE
PIF1	798	Chr1	29593683	29593684	29593756	+	AT1G78680	72	PBE
PIF1	799	Chr1	29598996	29598997	29599349	+	AT1G78700	352	G
PIF1	800	Chr1	29644360	29644361	29643430	-	AT1G78850	929	PBE
PIF1	805	Chr1	29753572	29753573	29753306	-	AT1G79090	265	G
PIF1	805	Chr1	29753572	29753573	29753648	+	AT1G79100	75	G
PIF1	806	Chr1	29756325	29756326	29759157	+	AT1G79110	2831	PBE
PIF1	807	Chr1	29758305	29758306	29759157	+	AT1G79110	851	G&PBE
PIF1	808	Chr1	29857358	29857359	29855820	-	AT1G79360	1537	G
PIF1	808	Chr1	29857358	29857359	29857934	+	AT1G79370	575	G
PIF1	809	Chr1	29919638	29919639	29919233	-	AT1G79530	404	G
PIF1	810	Chr1	29945309	29945310	29943601	-	AT1G79580	1707	G
PIF1	810	Chr1	29945309	29945310	29946237	+	AT1G79590	927	G
PIF1	812	Chr1	30187650	30187651	30186585	-	AT1G80280	1064	G&PBE
PIF1	812	Chr1	30187650	30187651	30188321	+	AT1G80290	670	G&PBE
PIF1	813	Chr1	30224047	30224048	30222701	-	AT1G80390	1345	G&PBE
PIF1	813	Chr1	30224047	30224048	30225176	+	AT1G80400	1128	G&PBE
PIF1	814	Chr1	30238581	30238582	30238534	-	AT1G80420	46	G
PIF1	814	Chr1	30238581	30238582	30241607	+	AT1G80440	3025	G
PIF1	815	Chr1	30249404	30249405	30249304	-	AT1G80460	99	G
PIF1	817	Chr1	30310996	30310997	30310655	-	AT1G80630	340	PBE
PIF1	817	Chr1	30310996	30310997	30311666	+	AT1G80640	669	PBE
PIF1	820	Chr2	100563	100564	96654	-	AT2G01140	3908	G
PIF1	820	Chr2	100563	100564	100649	+	AT2G01150	85	G
PIF1	823	Chr2	163922	163923	160900	-	AT2G01330	3021	PBE
PIF1	823	Chr2	163922	163923	163954	+	AT2G01340	31	PBE
PIF1	824	Chr2	183471	183472	183327	-	AT2G01420	143	G&PBE
PIF1	824	Chr2	183471	183472	183940	+	AT2G01422	468	G&PBE
PIF1	825	Chr2	221159	221160	221246	+	AT2G01490	86	G
PIF1	826	Chr2	259135	259136	257549	-	AT2G01570	1585	G
PIF1	830	Chr2	299366	299367	298100	-	AT2G01670	1265	G
PIF1	831	Chr2	304522	304523	306385	+	AT2G01680	1862	PBE
PIF1	833	Chr2	431143	431144	428838	-	AT2G01930	2304	G
PIF1	833	Chr2	431143	431144	432275	+	AT2G01940	1131	G
PIF1	837	Chr2	521888	521889	521706	-	AT2G02080	181	PBE
PIF1	837	Chr2	521888	521889	523284	+	AT2G02090	1395	PBE
PIF1	839	Chr2	560732	560733	558797	-	AT2G02170	1934	G&PBE
PIF1	839	Chr2	560732	560733	560864	+	AT2G02180	131	G&PBE
PIF1	841	Chr2	761918	761919	761012	-	AT2G02710	905	PBE
PIF1	841	Chr2	761918	761919	763011	+	AT2G02720	1092	PBE
PIF1	842	Chr2	785242	785243	784645	-	AT2G02780	596	PBE
PIF1	842	Chr2	785242	785243	787915	+	AT2G02790	2672	PBE
PIF1	843	Chr2	833772	833773	832454	-	AT2G02860	1317	G
PIF1	843	Chr2	833772	833773	837812	+	AT2G02870	4039	G
PIF1	845	Chr2	893709	893710	893571	-	AT2G03040	137	G
PIF1	846	Chr2	937314	937315	937420	+	AT2G03120	105	G
PIF1	850	Chr2	1062990	1062991	1064236	+	AT2G03505	1245	PBE
PIF1	851	Chr2	1076806	1076807	1077036	+	AT2G03550	229	PBE
PIF1	852	Chr2	1124299	1124300	1123460	-	AT2G03700	838	G
PIF1	852	Chr2	1124299	1124300	1129268	+	AT2G03710	4968	G
PIF1	854	Chr2	1142175	1142176	1140185	-	AT2G03730	1989	PBE
PIF1	859	Chr2	1467491	1467492	1462936	-	AT2G04240	4554	PBE
PIF1	860	Chr2	1515724	1515725	1515805	+	AT2G04350	80	G
PIF1	864	Chr2	1862180	1862181	1861894	-	AT2G05160	285	G
PIF1	867	Chr2	2269501	2269502	2264541	-	AT2G05914	4959	G
PIF1	869	Chr2	2289686	2289687	2289306	-	AT2G05940	379	PBE
PIF1	870	Chr2	2289751	2289752	2289306	-	AT2G05940	444	PBE
PIF1	876	Chr2	4145117	4145118	4142472	-	AT2G10606	2644	PBE
PIF1	881	Chr2	6017174	6017175	6018558	+	AT2G14210	1383	PBE
PIF1	882	Chr2	6018173	6018174	6018558	+	AT2G14210	384	G
PIF1	883	Chr2	6018253	6018254	6018558	+	AT2G14210	304	G
PIF1	885	Chr2	6371200	6371201	6371902	+	AT2G14840	701	G
PIF1	886	Chr2	6399463	6399464	6394937	-	AT2G14880	4525	PBE
PIF1	886	Chr2	6399463	6399464	6399621	+	AT2G14890	157	PBE
PIF1	887	Chr2	6403468	6403469	6404175	+	AT2G14900	706	PBE
PIF1	888	Chr2	6454659	6454660	6453669	-	AT2G14960	989	PBE
PIF1	889	Chr2	6467191	6467192	6465117	-	AT2G14980	2073	G
PIF1	891	Chr2	6799311	6799312	6801943	+	AT2G15590	2631	PBE
PIF1	896	Chr2	7197569	7197570	7197774	+	AT2G16594	204	G
PIF1	899	Chr2	7301156	7301157	7301581	+	AT2G16850	424	PBE
PIF1	903	Chr2	7548578	7548579	7549775	+	AT2G17370	1196	G
PIF1	908	Chr2	7695541	7695542	7697336	+	AT2G17720	1794	G
PIF1	911	Chr2	7748944	7748945	7748219	-	AT2G17820	724	PBE
PIF1	912	Chr2	7828856	7828857	7829035	+	AT2G18000	178	G
PIF1	914	Chr2	7864128	7864129	7864314	+	AT2G18090	185	G
PIF1	915	Chr2	7890372	7890373	7888877	-	AT2G18140	1494	G
PIF1	916	Chr2	7901596	7901597	7899241	-	AT2G18160	2354	PBE
PIF1	917	Chr2	7910354	7910355	7909922	-	AT2G18170	431	G
PIF1	918	Chr2	7919490	7919491	7919276	-	AT2G18193	213	G
PIF1	920	Chr2	7955244	7955245	7954738	-	AT2G18300	505	PBE
PIF1	922	Chr2	7988163	7988164	7984095	-	AT2G18380	4067	PBE
PIF1	922	Chr2	7988163	7988164	7988165	+	AT2G18390	1	PBE
PIF1	923	Chr2	8053436	8053437	8051212	-	AT2G18550	2223	G
PIF1	926	Chr2	8107871	8107872	8109043	+	AT2G18700	1171	G&PBE
PIF1	927	Chr2	8139615	8139616	8138117	-	AT2G18780	1497	G
PIF1	927	Chr2	8139615	8139616	8139881	+	AT2G18790	265	G
PIF1	929	Chr2	8169402	8169403	8169546	+	AT2G18876	143	G
PIF1	933	Chr2	8220011	8220012	8221631	+	AT2G18960	1619	PBE
PIF1	935	Chr2	8237464	8237465	8235315	-	AT2G18980	2148	PBE
PIF1	936	Chr2	8324089	8324090	8324716	+	AT2G19180	626	G&PBE
PIF1	939	Chr2	8430561	8430562	8431482	+	AT2G19460	920	G
PIF1	940	Chr2	8498877	8498878	8498707	-	AT2G19660	169	G&PBE
PIF1	941	Chr2	8525270	8525271	8525092	-	AT2G19780	177	PBE
PIF1	941	Chr2	8525270	8525271	8527231	+	AT2G19790	1960	PBE
PIF1	943	Chr2	8544080	8544081	8545634	+	AT2G19806	1553	G
PIF1	944	Chr2	8544153	8544154	8545634	+	AT2G19806	1480	G
PIF1	946	Chr2	8710671	8710672	8706899	-	AT2G20180	3771	PBE
PIF1	947	Chr2	8791848	8791849	8791986	+	AT2G20370	137	G
PIF1	948	Chr2	8830274	8830275	8829496	-	AT2G20470	777	G
PIF1	949	Chr2	8839932	8839933	8839699	-	AT2G20515	232	G&PBE
PIF1	949	Chr2	8839932	8839933	8840663	+	AT2G20520	730	G&PBE
PIF1	951	Chr2	8853055	8853056	8850928	-	AT2G20562	2126	PBE
PIF1	951	Chr2	8853055	8853056	8855358	+	AT2G20570	2302	PBE
PIF1	953	Chr2	8919615	8919616	8920467	+	AT2G20680	851	PBE
PIF1	959	Chr2	9214634	9214635	9213057	-	AT2G21510	1576	G
PIF1	959	Chr2	9214634	9214635	9215519	+	AT2G21520	884	G
PIF1	961	Chr2	9326377	9326378	9326320	-	AT2G21880	56	G&PBE
PIF1	961	Chr2	9326377	9326378	9331089	+	AT2G21890	4711	G&PBE
PIF1	966	Chr2	9439158	9439159	9436543	-	AT2G22190	2614	G
PIF1	968	Chr2	9511542	9511543	9513219	+	AT2G22420	1676	PBE
PIF1	975	Chr2	9680960	9680961	9684725	+	AT2G22770	3764	G
PIF1	976	Chr2	9683730	9683731	9684725	+	AT2G22770	994	G
PIF1	977	Chr2	9702557	9702558	9699896	-	AT2G22795	2660	PBE
PIF1	982	Chr2	9842980	9842981	9844299	+	AT2G23130	1318	G
PIF1	986	Chr2	9924702	9924703	9924933	+	AT2G23320	230	G
PIF1	987	Chr2	9978614	9978615	9978020	-	AT2G23430	593	G
PIF1	987	Chr2	9978614	9978615	9979405	+	AT2G23440	790	G
PIF1	988	Chr2	9995348	9995349	9991694	-	AT2G23450	3653	G
PIF1	988	Chr2	9995348	9995349	9995478	+	AT2G23460	129	G
PIF1	990	Chr2	10104511	10104512	10104028	-	AT2G23755	482	PBE
PIF1	992	Chr2	10128500	10128501	10127520	-	AT2G23790	979	G
PIF1	995	Chr2	10298196	10298197	10300115	+	AT2G24220	1918	PBE
PIF1	996	Chr2	10308292	10308293	10304811	-	AT2G24230	3480	G
PIF1	996	Chr2	10308292	10308293	10310648	+	AT2G24240	2355	G
PIF1	997	Chr2	10332450	10332451	10329940	-	AT2G24270	2509	G
PIF1	997	Chr2	10332450	10332451	10333284	+	AT2G24280	833	G
PIF1	1000	Chr2	10440509	10440510	10439297	-	AT2G24570	1211	PBE
PIF1	1006	Chr2	10835765	10835766	10835482	-	AT2G25460	282	G&PBE
PIF1	1006	Chr2	10835765	10835766	10838420	+	AT2G25470	2654	G&PBE
PIF1	1009	Chr2	11122260	11122261	11123430	+	AT2G26120	1169	G
PIF1	1010	Chr2	11175832	11175833	11173141	-	AT2G26250	2690	PBE
PIF1	1010	Chr2	11175832	11175833	11178100	+	AT2G26260	2267	PBE
PIF1	1012	Chr2	11243159	11243160	11242238	-	AT2G26420	920	PBE
PIF1	1013	Chr2	11284850	11284851	11284228	-	AT2G26530	621	PBE
PIF1	1019	Chr2	11548800	11548801	11551041	+	AT2G27060	2240	PBE
PIF1	1020	Chr2	11619123	11619124	11617433	-	AT2G27170	1689	G
PIF1	1020	Chr2	11619123	11619124	11620233	+	AT2G27180	1109	G
PIF1	1021	Chr2	11646658	11646659	11649154	+	AT2G27229	2495	G
PIF1	1022	Chr2	11666884	11666885	11665768	-	AT2G27250	1115	G
PIF1	1022	Chr2	11666884	11666885	11669655	+	AT2G27260	2770	G
PIF1	1023	Chr2	11704288	11704289	11704271	-	AT2G27350	16	G
PIF1	1023	Chr2	11704288	11704289	11706198	+	AT2G27360	1909	G
PIF1	1025	Chr2	11754960	11754961	11754027	-	AT2G27500	932	PBE
PIF1	1025	Chr2	11754960	11754961	11756566	+	AT2G27505	1605	PBE
PIF1	1027	Chr2	11756121	11756122	11754027	-	AT2G27500	2093	G
PIF1	1027	Chr2	11756121	11756122	11756566	+	AT2G27505	444	G
PIF1	1030	Chr2	11859571	11859572	11860218	+	AT2G27830	646	PBE
PIF1	1031	Chr2	11866944	11866945	11866906	-	AT2G27860	37	PBE
PIF1	1032	Chr2	11947490	11947491	11943603	-	AT2G28056	3886	G
PIF1	1036	Chr2	12091200	12091201	12094746	+	AT2G28320	3545	PBE
PIF1	1041	Chr2	12157818	12157819	12157923	+	AT2G28420	104	G&PBE
PIF1	1045	Chr2	12408446	12408447	12408234	-	AT2G28890	211	G
PIF1	1046	Chr2	12409502	12409503	12408234	-	AT2G28890	1267	G
PIF1	1047	Chr2	12430301	12430302	12428729	-	AT2G28940	1571	PBE
PIF1	1048	Chr2	12518270	12518271	12515894	-	AT2G29120	2375	PBE
PIF1	1051	Chr2	12621362	12621363	12621147	-	AT2G29440	214	PBE
PIF1	1052	Chr2	12646309	12646310	12646036	-	AT2G29550	272	G
PIF1	1052	Chr2	12646309	12646310	12646560	+	AT2G29560	250	G
PIF1	1053	Chr2	12749647	12749648	12749746	+	AT2G29900	98	PBE
PIF1	1055	Chr2	12788067	12788068	12785052	-	AT2G29980	3014	G
PIF1	1056	Chr2	12813691	12813692	12814410	+	AT2G30020	718	PBE
PIF1	1059	Chr2	12933438	12933439	12932581	-	AT2G30340	856	G&PBE
PIF1	1062	Chr2	13115782	13115783	13112010	-	AT2G30770	3771	PBE
PIF1	1062	Chr2	13115782	13115783	13116474	+	AT2G30780	691	PBE
PIF1	1064	Chr2	13186493	13186494	13185948	-	AT2G30980	544	PBE
PIF1	1065	Chr2	13194134	13194135	13194185	+	AT2G31010	50	G
PIF1	1067	Chr2	13266709	13266710	13266559	-	AT2G31130	149	G
PIF1	1067	Chr2	13266709	13266710	13269926	+	AT2G31140	3216	G
PIF1	1070	Chr2	13496354	13496355	13495109	-	AT2G31740	1244	PBE
PIF1	1070	Chr2	13496354	13496355	13497233	+	AT2G31750	878	PBE
PIF1	1072	Chr2	13632042	13632043	13631767	-	AT2G32020	274	G
PIF1	1075	Chr2	13769090	13769091	13765455	-	AT2G32415	3634	G&PBE
PIF1	1075	Chr2	13769090	13769091	13771296	+	AT2G32430	2205	G&PBE
PIF1	1080	Chr2	13971863	13971864	13968956	-	AT2G32930	2906	G
PIF1	1082	Chr2	14021726	14021727	14021182	-	AT2G33040	543	G
PIF1	1082	Chr2	14021726	14021727	14021870	+	AT2G33050	143	G
PIF1	1084	Chr2	14065913	14065914	14063274	-	AT2G33175	2638	PBE
PIF1	1084	Chr2	14065913	14065914	14066463	+	AT2G33180	549	PBE
PIF1	1085	Chr2	14133580	14133581	14131152	-	AT2G33340	2427	PBE
PIF1	1085	Chr2	14133580	14133581	14133929	+	AT2G33350	348	PBE
PIF1	1089	Chr2	14217054	14217055	14215998	-	AT2G33560	1055	PBE
PIF1	1089	Chr2	14217054	14217055	14217223	+	AT2G33570	168	PBE
PIF1	1091	Chr2	14302978	14302979	14302429	-	AT2G33800	548	G
PIF1	1091	Chr2	14302978	14302979	14305001	+	AT2G33810	2022	G
PIF1	1093	Chr2	14320624	14320625	14320590	-	AT2G33847	33	G
PIF1	1095	Chr2	14367617	14367618	14368856	+	AT2G34010	1238	G
PIF1	1099	Chr2	14432866	14432867	14432268	-	AT2G34180	597	G
PIF1	1099	Chr2	14432866	14432867	14434339	+	AT2G34185	1472	G
PIF1	1100	Chr2	14538731	14538732	14537431	-	AT2G34490	1299	G
PIF1	1101	Chr2	14591992	14591993	14591787	-	AT2G34650	204	G
PIF1	1101	Chr2	14591992	14591993	14596631	+	AT2G34655	4638	G
PIF1	1103	Chr2	14595907	14595908	14591787	-	AT2G34650	4119	PBE
PIF1	1103	Chr2	14595907	14595908	14596631	+	AT2G34655	723	PBE
PIF1	1106	Chr2	14740134	14740135	14739903	-	AT2G34930	230	PBE
PIF1	1106	Chr2	14740134	14740135	14740468	+	AT2G34940	333	PBE
PIF1	1111	Chr2	15014744	15014745	15014283	-	AT2G35710	460	PBE
PIF1	1111	Chr2	15014744	15014745	15016670	+	AT2G35720	1925	PBE
PIF1	1116	Chr2	15104597	15104598	15104761	+	AT2G35950	163	G
PIF1	1117	Chr2	15108215	15108216	15109007	+	AT2G35970	791	PBE
PIF1	1119	Chr2	15138221	15138222	15136748	-	AT2G36050	1472	G
PIF1	1119	Chr2	15138221	15138222	15138996	+	AT2G36053	774	G
PIF1	1122	Chr2	15207677	15207678	15207527	-	AT2G36270	149	G
PIF1	1124	Chr2	15276476	15276477	15278769	+	AT2G36410	2292	G
PIF1	1125	Chr2	15338552	15338553	15338128	-	AT2G36571	423	G&PBE
PIF1	1125	Chr2	15338552	15338553	15339122	+	AT2G36580	569	G&PBE
PIF1	1128	Chr2	15490351	15490352	15490346	-	AT2G36895	4	PBE
PIF1	1130	Chr2	15522499	15522500	15522920	+	AT2G36960	420	G
PIF1	1134	Chr2	15784366	15784367	15783432	-	AT2G37630	933	G
PIF1	1135	Chr2	15790653	15790654	15789852	-	AT2G37640	800	PBE
PIF1	1135	Chr2	15790653	15790654	15792623	+	AT2G37650	1969	PBE
PIF1	1136	Chr2	15871502	15871503	15870696	-	AT2G37925	805	PBE
PIF1	1136	Chr2	15871502	15871503	15873117	+	AT2G37930	1614	PBE
PIF1	1137	Chr2	15893709	15893710	15893638	-	AT2G37975	70	PBE
PIF1	1138	Chr2	15898577	15898578	15897609	-	AT2G37980	967	G
PIF1	1138	Chr2	15898577	15898578	15900635	+	AT2G37990	2057	G
PIF1	1139	Chr2	15925841	15925842	15925622	-	AT2G38060	218	G
PIF1	1139	Chr2	15925841	15925842	15928591	+	AT2G38070	2749	G
PIF1	1142	Chr2	15995949	15995950	15993277	-	AT2G38170	2671	PBE
PIF1	1142	Chr2	15995949	15995950	15997114	+	AT2G38180	1164	PBE
PIF1	1143	Chr2	16017082	16017083	16014752	-	AT2G38240	2329	PBE
PIF1	1143	Chr2	16017082	16017083	16018357	+	AT2G38250	1274	PBE
PIF1	1145	Chr2	16082292	16082293	16083689	+	AT2G38400	1396	G
PIF1	1146	Chr2	16123410	16123411	16119107	-	AT2G38500	4302	PBE
PIF1	1146	Chr2	16123410	16123411	16123985	+	AT2G38510	574	PBE
PIF1	1147	Chr2	16127803	16127804	16128378	+	AT2G38530	574	PBE
PIF1	1149	Chr2	16244557	16244558	16244502	-	AT2G38905	54	G
PIF1	1150	Chr2	16328810	16328811	16327265	-	AT2G39130	1544	PBE
PIF1	1150	Chr2	16328810	16328811	16330183	+	AT2G39140	1372	PBE
